2 7 6 9 4 3 1 8 5 
9 5 3 1 8 7 6 2 4 
1 8 4 5 6 2 3 9 7 
4 9 7 8 3 1 5 6 2 
6 2 8 4 5 9 7 1 3 
3 1 5 2 7 6 9 4 8 
8 6 1 3 2 5 4 7 9 
7 3 2 6 9 4 8 5 1 
5 4 9 7 1 8 2 3 6 
