4 7 2 5 3 8 1 9 6 
3 1 6 7 4 9 2 5 8 
8 5 9 6 2 1 7 4 3 
9 3 5 1 7 2 6 8 4 
2 4 1 9 8 6 5 3 7 
6 8 7 4 5 3 9 1 2 
7 2 3 8 9 5 4 6 1 
1 9 8 2 6 4 3 7 5 
5 6 4 3 1 7 8 2 9 
