4 1 6 9 5 7 8 2 3 
5 3 9 2 4 8 6 1 7 
8 7 2 1 6 3 9 4 5 
2 4 5 3 8 1 7 6 9 
3 6 1 4 7 9 5 8 2 
7 9 8 6 2 5 4 3 1 
6 2 7 5 3 4 1 9 8 
1 8 4 7 9 2 3 5 6 
9 5 3 8 1 6 2 7 4 
