2 9 4 6 7 3 1 8 5 
7 3 6 5 1 8 4 2 9 
8 1 5 2 4 9 6 3 7 
3 8 7 4 9 6 5 1 2 
5 2 9 8 3 1 7 6 4 
4 6 1 7 2 5 8 9 3 
6 7 2 3 8 4 9 5 1 
9 5 3 1 6 7 2 4 8 
1 4 8 9 5 2 3 7 6 
