6 7 9 3 5 1 4 8 2 
5 1 4 8 2 9 3 7 6 
3 2 8 7 4 6 1 9 5 
7 9 5 2 1 4 8 6 3 
1 4 3 6 7 8 5 2 9 
2 8 6 9 3 5 7 1 4 
4 6 2 1 8 3 9 5 7 
9 3 1 5 6 7 2 4 8 
8 5 7 4 9 2 6 3 1 
