9 4 1 3 5 6 8 7 2 
6 8 7 2 9 1 4 3 5 
5 2 3 8 4 7 9 1 6 
3 1 4 6 8 2 7 5 9 
2 6 9 7 1 5 3 4 8 
7 5 8 4 3 9 2 6 1 
8 7 6 1 2 4 5 9 3 
4 3 5 9 6 8 1 2 7 
1 9 2 5 7 3 6 8 4 
