7 6 1 2 9 8 5 4 3 
4 2 3 1 5 7 6 9 8 
8 5 9 3 6 4 1 7 2 
9 1 4 8 3 5 7 2 6 
6 7 8 4 1 2 9 3 5 
2 3 5 6 7 9 8 1 4 
3 9 2 5 8 1 4 6 7 
1 8 6 7 4 3 2 5 9 
5 4 7 9 2 6 3 8 1 
