9 6 2 4 1 7 8 5 3 
8 7 3 9 5 6 4 2 1 
1 5 4 8 3 2 7 9 6 
5 4 6 1 2 3 9 8 7 
2 9 7 5 6 8 1 3 4 
3 1 8 7 4 9 5 6 2 
6 8 9 3 7 4 2 1 5 
4 2 1 6 8 5 3 7 9 
7 3 5 2 9 1 6 4 8 
