2 1 9 8 5 3 4 6 7 
7 5 8 6 4 1 9 3 2 
6 4 3 9 7 2 5 8 1 
5 8 1 3 9 4 7 2 6 
3 6 7 1 2 5 8 9 4 
4 9 2 7 6 8 1 5 3 
9 7 5 2 1 6 3 4 8 
1 3 6 4 8 9 2 7 5 
8 2 4 5 3 7 6 1 9 
